School,URL,Street,City,State,CMS
Randolph Southern Elementary Sch,http://www.rssc.k12.in.us/,3 Rebel Dr,Lynn,IN,none
Robey Elementary School,http://bdhs.wayne.k12.in.us/,8700 W 30th,Indianapolis,IN,none
Roosevelt STEAM Academy,http://elkhart.k12.in.us/rooseveltes/,201 W Wolf Ave,Elkhart,IN,none
Riverside Junior High,https://rjh.hseschools.org/,10910 Eller Ed,Fishers,IN,none
Rio Grande Elementary School,http://metadot.vigoschools.org/metadot/index.pl?id=2981,5555 E Rio Grande Av,Terre Haute,IN,none
Riverside Intermediate School,https://rsi.hseschools.org/,11014 Eller Rd,Fishers,IN,none
Riverview Adventist Christian Acad,https://www.riverviewacad.org/notice,2231 Burdette Ave,Evansville,IN,none
Rossville Elementary School,http://www.walkerschools.org/,PO Box 530,Rossville,IN,none
Roachdale Elementary School,http://www.nputnam.k12.in.us/,305 S Indiana,Roachdale,IN,none
Rochester Community High School,http://rhs.zebras.net/,1 Zebra Ln Box 108,Rochester,IN,none
Rockport-Ohio Elementary School,https://www.schoolfamily.com/find-a-school/school/22905-rockport-ohio-elementary,200 S 6th St,Rockport,IN,none
Riverview Elementary School,http://riverview.marion.k12.in.us/,513 W Buckingham Dr,Marion,IN,none
Rolling Prairie Elementary School,https://www.npusc.k12.in.us/schools/rolling-prairie-elementary/,605 E Michigan St,Rolling Prairie,IN,none
Riverdale Elementary School,http://www.dekalbeastern.com/,6127 SR 1,Saint Joe,IN,none
Riverview Elementary School,http://elkhart.k12.in.us/,2509 Wood St,Elkhart,IN,none
Riverside Elementary School,http://res.gcs.k12.in.us/,17 Laurel Dr,Jeffersonville,IN,none
Riverside High School,https://www.riversidehighschool.org/,110 E 16th Street,Indianapolis,IN,none
Robert C Harris Elementary School,https://www.fwcs.k12.in.us/,4501 Thorngate Dr,Fort Wayne,IN,none
Roncalli High School,https://www.roncalli.org/,3300 Prague Rd,Indianapolis,IN,none
Pinewood Elementary School,http://elkhart.k12.in.us/home/schools/pinewood-elementary-school/,3420 E Bristol St,Elkhart,IN,none
Prairie View Elementary School,https://prairieview.goshenschools.org/,1730 Regent St,Goshen,IN,none
Rivet Middle & High School,https://www.rivethighschool.com/,210 Barnett Street,Vincennes,IN,none
Riverside School 44,https://schools.myips.org/coldspring/,2033 Sugar Grove Ave,Indianapolis,IN,none
Rochester Community Middle School,https://www.rochester.k12.mi.us/,650 Zebra Ln Box 108,Rochester,IN,none
Saint Joseph School,https://sjsshelbyville.org/,127 E Broadway,Shelbyville,IN,none
Saint Joseph School,https://www.stjosephgradeschool.com/,216 N Hill St,South Bend,IN,none
Saint Joseph Catholic School,http://www.saintjosephfw.com/,2211 Brooklyn,Fort Wayne,IN,none
Rose Hamilton Elementary School,http://rh.centerville.k12.in.us/,1281 Round Barn Rd S,Centerville,IN,none
Saint Joan Of Arc School,https://sjoa.org/,500 E 42nd St,Indianapolis,IN,none
Saint Joseph School,https://www.catholic-community.org/,512 N Mulberry,Corydon,IN,none
Saint John Lutheran School,http://www.stjohnindy.org/,111 Kingsbury Ave,LaPorte,IN,none
Saint Jude Catholic School,https://stjudeparish.net/school,19657 Hildebrand,South Bend,IN,none
Saint John Bosco School,http://sjb.nwiweb.com/,1231 171st Pl,Hammond,IN,none
Saint John Ev Lutheran School,http://school.stpaulsfw.org/,6630 Southeastern Ave,Indianapolis,IN,none
Saint John Lutheran School,http://www.stjohnsauers.org/,1058 S 460 E,Seymour,IN,none
Rushville Elementary School East,http://reswest.rushville.k12.in.us/,390 W 16th St,Rushville,IN,none
Saint Adalbert School,http://www.stadalbertschool.org/,519 S Olive St,South Bend,IN,none
Saint Joseph Central School,https://www.fortwayneschools.org/schools/school-pages.php?school=0233,6341 St Joe Ctr Rd,Fort Wayne,IN,none
Saint Casimir School,http://stcasschool.org/,4329 Cameron Ave,Hammond,IN,none
Saint James School,http://www.stjameshaubstadt.com/,12394 S 40 W,Haubstadt,IN,none
Saint John The Baptist School,http://www.stjohnsfw.org/stj_school_home.php,4500 Fairfield Ave,Fort Wayne,IN,none
Riverside Intermediate,https://www.plymouth.k12.in.us/,905 E Baker,Plymouth,IN,none
Saint Charles Boromeo School,http://www.stcharlesbloomington.org/,2224 E 3rd St,Bloomington,IN,none
Saint Joseph School,http://stjosephgarrett.org/,301 W Houston St,Garrett,IN,none
Sacred Heart School,https://www.sacredheartschoolfowler.org/,607 N Washington Ave,Fowler,IN,none
Saint Barnabas School,https://school.stbindy.org/,8300 Rahke Rd,Indianapolis,IN,none
Saint Joseph School,http://stjosephprinceton.com/,6130 W St Joe Rd,Evansville,IN,none
Saint Anthony of Padua,https://parish.stanthony-clarksville.org/,320 N Sherwood Ave,Clarksville,IN,none
Sacred Heart School,https://www.sacredheartschool.us/,1842 E 8th St,Jeffersonville,IN,none
Sacred Heart School,http://www.sacredheart-warsaw.org/,135 N Harrison St,Warsaw,IN,none
Rushville Elementary School West,http://reswest.rushville.k12.in.us/,410 W 16th St,Rushville,IN,none
Saint Joseph School,http://www.diocesefwsb.org/St-Joseph-School-Decatur,127 N 4th St,Decatur,IN,none
Saint Ambrose School,http://www.stambroseseymour.org/,301 S Chestnut St,Seymour,IN,none
Saint Charles Borromeo School,http://www.stcfw.org/,4910 Trier Rd,Fort Wayne,IN,none
Saint John The Baptist School,http://www.sjbschoolnewburgh.org/,725 Frame Rd,Newburgh,IN,none
Rushville Consolidated High School,http://rchs.rushville.k12.in.us/,1201 Lions Path,Rushville,IN,none
Saint Christopher School,http://stchristopherschool.net/,5335 W 16th St,Indianapolis,IN,none
Ryan Park Elementary School,http://cpe.msdsteuben.k12.in.us/,1000 S John McBride Ave,Angola,IN,none
Saint Gabriel Catholic School,http://stgabrielconnersville.org/,224 W 9th St,Connersville,IN,none
Robert Lee Frost School 106,https://schools.myips.org/robertleefrost/,5301 Roxbury Rd,Indianapolis,IN,none
Saint John The Baptist School,http://www.stjohnsb.com/,3616 St Johns Way,South Bend,IN,none
Saint Boniface School,https://stboniface.org/,813 North St,Lafayette,IN,none
Saint Bernard Elementary School,http://www.stbernardcatholicschool.org/,191 N Cass St,Wabash,IN,none
Saint Mary's School,http://school.stmarysgreensburg.com/,1331 Hunter Robbins Way,Greensburg,IN,none
Saint Rose of Lima School,https://strosemonroeville.org/,401 Monroe St,Monroeville,IN,none
Saint Peter Lutheran School,http://stpeterscolumbus.org/,719 5th St,Columbus,IN,none
Saint Nicholas School,http://prostband.com/,6459 E St Nicholas,Sunman,IN,none
Saint John Evangelist School,https://www.sje-school.com/,9400 Wicker Ave,St John,IN,none
Saint Lawrence School,https://stlschool.com/,524 Walnut St,Lawrenceburg,IN,none
Saint Lawrence School,https://stlawrencemuncie.org/,2801 East 16th Street,Muncie,IN,none
Saint Patrick School,http://saintpat.org/deanery_school/,449 S 19th Street,Terre Haute,IN,none
Saint Susanna School,http://saintsusannaschool.com/,1212 E Main St,Plainfield,IN,none
Saint Lawrence Elementary School,https://www.lcss.org/,1902 Meharry St,Lafayette,IN,none
Saint John Lutheran School,https://www.stjohnslanesville.com/,1507 St John's Church Rd NE,Lanesville,IN,none
Saint Augustine School,https://www.s-augustine.org/,328 N McKinley Ave,Rensselaer,IN,none
Saint Louis Besancon Catholic Sch,https://stlouisb.org/,15529 E Lincoln Hwy,New Haven,IN,none
Saint Louis de Montfort School,https://www.sldmfishers.org/,11421 Hague Rd,Fishers,IN,none
Saint Simon The Apostle School,https://saintsimon.org/,8155 Oaklandon Rd,Indianapolis,IN,none
Saint Philip Neri School,http://stphilipneri-indy.org/,545 Eastern Ave,Indianapolis,IN,none
Saint Luke School,http://www.stluke.org/,7650 N Illinois St,Indianapolis,IN,none
Saint Monica School,http://www.stmonicaindy.org/school/,6131 N Michigan Rd,Indianapolis,IN,none
Saint Peter's Lutheran School,http://www.stpetersfw.org/,7810 Maysville Rd,Fort Wayne,IN,none
Saint Paul Parish School,https://www.stpaulcatholicmarion.com/,1009 W Kem Rd,Marion,IN,none
Saint John The Baptist School,https://school.johnthebaptist.org/,1844 Lincoln Ave,Whiting,IN,none
Saint James Lutheran School,http://www.stjameslaf.org/,615 N 8th St,Lafayette,IN,none
Saint Michael School,http://www.saintmichaelschool.org/,612 N Center St,Plymouth,IN,none
Saint Malachy School,http://www.stmalachy.org/school/,7410 N County Road 1000 E,Brownsburg,IN,none
Saint Paul Lutheran School,http://school.stpaulsfw.org/,1125 Barr St,Fort Wayne,IN,none
Saint Michael School,http://www.school-stmichaelsgrfld.org/,515 Jefferson Blvd,Greenfield,IN,none
Saint Pius X School,http://www.spxparish.org/,7200 Sarto Dr,Indianapolis,IN,none
Saint Lawrence School,http://saintlawrence.net/school/,6950 E 46th St,Indianapolis,IN,none
Saint Paul Lutheran School,http://stpaulmichigancity.com/,818 Franklin Sq,Michigan City,IN,none
Saint Thomas More School,http://www.stm-school.com/,8435 Calumet Ave,Munster,IN,none
Saint Maria Goretti School,http://smgonline.org/,17104 Spring Mill Rd,Westfield,IN,none
Saint Michael School,http://www.stmichaelparish.life/,16 W Wilhelm St,Schererville,IN,none
Saint Mary School,http://smgriffith.org/,525 N Broad St,Griffith,IN,none
Saint Peter Lutheran School,http://www.stpeternorthjudson.org/,810 W Talmer,North Judson,IN,none
Saint Anthony De Padua School,https://stasb.org/,2310 E Jefferson,South Bend,IN,none
Saint Mark School,http://school.stmarkindy.org/,541 E Edgewood Ave,Indianapolis,IN,none
Saint Paul Catholic School,http://www.stpaulre.org/,1755 W Harrison Blvd,Valparaiso,IN,none
Saint John The Baptist Catholic,https://discovermass.com/church/saint-john-the-baptist-new-haven-in/,204 S Rufus St,New Haven,IN,none
Saint Mary Elementary School,https://stmaryavilla.org/,232 N Main St Box 109,Avilla,IN,none
Saint Mary School,https://www.wcpo.com/news/local-news/saint-marys-school-in-aurora-ind-raises-400k-to-stay-open,211 4th St,Aurora,IN,none
Saint Patrick School,https://www.stpatsparish.org/,640 N Calumet Rd,Chesterton,IN,none
Saint Jude Elementary School,http://www.sjsindy.org/,5375 McFarland Rd,Indianapolis,IN,none
Saint Mary Catholic Comm School,http://stmarycp.org/school/,405 E Joliet St,Crown Point,IN,none
Saint Mary Elementary School,https://www.stmaryrush.org/,226 E 5th St,Rushville,IN,none
Saint Thomas Aquinas School,http://www.staindy.org/church/,4600 N Illinois St,Indianapolis,IN,none
Saint Stanislaus Kostka School,http://www.saintstans.com/,1506 Washington St,Michigan City,IN,none
Richard L Johnson Early Educ Cntr,https://www.berkshirehathawayhs.com/IN/Columbus,1209 Sycamore St,Columbus,IN,none
Saint Vincent DePaul School,https://www.saintv.org/school,1720 E Wallen Rd,Fort Wayne,IN,none
Saint Therese School,https://www.sttheresefw.org/,2222 Lower Huntington Rd,Fort Wayne,IN,none
Seven Oaks Classical School,http://www.sevenoaksclassical.org/,200 East Association Street,Ellettsville,IN,none
Saint Roch School,https://www.strochindy.org/,3603 S Meridian St,Indianapolis,IN,none
Seton Catholic High School,https://setonschools.org/,233 S 5th St,Richmond,IN,none
Saint Wendel School,http://www.saintwendelschool.org/,4725 St Wendel-Cynthiana Rd,Wadesville,IN,none
Saints Peter & Paul School,http://www.stsppschool.com/,210 N Vine St,Haubstadt,IN,none
Seton Catholic Elementary,https://setonschools.org/,801 W Main St,Richmond,IN,none
Shawswick Elementary School,https://www.nlcs.k12.in.us/lincoln/,71 Shawswick School Rd,Bedford,IN,none
Saint Matthew Cathedral School,https://stmatthewcathedral.org/,1015 E Dayton,South Bend,IN,none
Seeger Memorial Jr-Sr High School,http://www.msdwarco.k12.in.us/,1222 S SR 263,West Lebanon,IN,none
Sand Creek Intermediate School,http://www.fishers.in.us/Blog.aspx?tag=Sand%20Creek%20Intermediate%20School,11550 E 131st St,Fishers,IN,none
Sheridan High School,http://www.scs.k12.in.us/high/,24185 N Hinesley Rd,Sheridan,IN,none
Saint Matthew School,http://www.saintmatt.org/school/,4100 E 56th St,Indianapolis,IN,none
Sanders School,https://district.wayne.k12.in.us/,4730 W Gadsden,Indianapolis,IN,none
Sharon Elementary School,http://www.warrick.k12.in.us/,7300 Sharon Rd,Newburgh,IN,none
Sharp Creek Elementary School,http://sce.msdwc.k12.in.us/,264 W 200 N,Wabash,IN,none
Seymour-Jackson Elementary School,http://www.scsc.k12.in.us/,508 B Ave East,Seymour,IN,none
Schmucker Middle School,https://schmucker.phmschools.org/,56045 Bittersweet Rd,Mishawaka,IN,none
Seymour-Redding Elementary School,http://redding.scsc.k12.in.us/,1700 N Ewing St,Seymour,IN,none
Saint Jude Elementary School,http://www.stjudefw.org/church/,2110 Pemberton Dr,Fort Wayne,IN,none
Seymour Senior High School,http://shs.scsc.k12.in.us/,1350 W 2nd St,Seymour,IN,none
Shawswick Middle School,https://sms.nlcs.k12.in.us/,71 Shawswick School Rd,Bedford,IN,none
Shawe Memorial High School,http://www.popeace.org/,201 W State St,Madison,IN,none
Sarah Scott Middle School,http://vigoschools.org/,1000 Grant St,Terre Haute,IN,none
Sandy Creek Christian Academy,http://www.seymourchristianacademy.com/,5707 North Sandy Creek Drive,Seymour,IN,none
Sand Creek Elementary,https://sce.hseschools.org/,11420 E 131st St,Fishers,IN,none
School for Community Learning,http://schoolforcommunitylearning.org/,612 W 42nd Street,Indianapolis,IN,none
Saint Vincent DePaul School,http://www.svsbedford.org/,923 18th St,Bedford,IN,none
Seymour Middle School,http://sms.scsc.k12.in.us/,920 N O'Brien St,Seymour,IN,none
Saint Mary School,https://school.ccjc3.org/,209 Washington St,North Vernon,IN,none
Sheridan Middle School,https://www.sheridanschool.org/,3030 W 246th St,Sheridan,IN,none
South Creek Elementary,https://ftcsc.org/,9010 E Southport Rd,Indianapolis,IN,none
Shoals Community High School,https://www.shoals.k12.in.us/,7900 US Hwy 50,Shoals,IN,none
Shults-Lewis Child & Family Srvs,https://www.in.gov/che/4809.htm,150 E 325 S PO Box 471,Valparaiso,IN,none
Shipshewana-Scott Elementary Sch,https://www.rentown.net/shipshewana-in.html,Middlebury St PO Box 217,Shipshewana,IN,none
Slate Run Elementary School,https://fchs.nafcs.k12.in.us/,1452 Slate Run Rd,New Albany,IN,none
Shawnee Middle School,https://www.fortwayneschools.org/schools/school-pages.php?school=0240,1000 E Cook Rd,Fort Wayne,IN,none
South Knox Elementary School,http://www.sknox.k12.in.us/,6078 E SR 61,Vincennes,IN,none
Signature School Inc,https://signature.edu/,610 Main St,Evansville,IN,none
Shoals Middle School,https://www.shoals.k12.in.us/,11741 Ironton Rd,Shoals,IN,none
South Bend SNAP,http://www.snapoffices.com/ci/in-south_bend,215 S St Joseph St,South Bend,IN,none
Scecina Memorial High School,https://scecinastudentambassadors.publishpath.com/default.aspx?OriginalDomain=www.scecina.org,5000 Nowland Ave,Indianapolis,IN,none
Smith Academy for Excellence,http://www.fwsafe.com/,725 W Washington Blvd,Fort Wayne,IN,none
South Central Jr & Sr High School,https://www.shcsc.k12.in.us/,6675 E Hwy 11 SE,Elizabeth,IN,none
South Central Elementary,https://www.shcsc.k12.in.us/south-central-elementary/,6595 E Hwy 11 SE,Elizabeth,IN,none
South Bend Hebrew Day School,https://www.schoolfamily.com/find-a-school/school/83092-south-bend-hebrew-day-school,206 W 8th St,Mishawaka,IN,none
Shoals Community Elementary School,https://shoals.k12.in.us/,11749 Ironton Rd,Shoals,IN,none
South Bend Jr Academy School,https://www.oursbja.com/,1910 Altgeld St,South Bend,IN,none
South Newton Elementary School,https://newton.k12.in.us/,13188 S 50 E,Kentland,IN,none
South Knox Middle-High School,http://www.sknox.k12.in.us/,6136 E SR 61,Vincennes,IN,none
South Crawford Elementary School,https://www.schoolfamily.com/find-a-school/school/165430-south-crawford-elementary-school,346 E SR 62,Leavenworth,IN,none
South Ripley High School,http://www.sripley.k12.in.us/,1589 S Benham Rd,Versailles,IN,none
Silver Creek Elementary School,https://silvercreek.adams12.org/,503 N Indiana Ave,Sellersburg,IN,none
